Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2020-01-02 00:00:00-05:00,72.95548912959549,75.55390228597504,72.25591899605806,74.55451202392578,454590,0.0,0.0,AMC
2020-01-03 00:00:00-05:00,74.45457539603542,75.95366080669386,73.05542748780569,73.15536499023438,221800,0.0,0.0,AMC
2020-01-06 00:00:00-05:00,72.45579612199575,72.95549126766467,71.05664818917415,71.15658569335938,290340,0.0,0.0,AMC
2020-01-07 00:00:00-05:00,71.05664812877538,71.95610091516349,69.95732033418673,71.25653076171875,320530,0.0,0.0,AMC
2020-01-08 00:00:00-05:00,71.05664344749928,71.45640106230681,66.05969232426105,66.15962982177734,655700,0.0,0.0,AMC
2020-01-09 00:00:00-05:00,66.55938838802328,66.75927101065543,63.461280172277874,64.56060791015625,679430,0.0,0.0,AMC
2020-01-10 00:00:00-05:00,64.36073285256461,66.65932582513402,64.0609127312657,64.6605453491211,520360,0.0,0.0,AMC
2020-01-13 00:00:00-05:00,64.960364945583,66.35951279243633,64.16084971174041,65.55999755859375,283680,0.0,0.0,AMC
2020-01-14 00:00:00-05:00,65.46005844895858,69.55755676585335,64.46066824363096,68.4582290649414,271310,0.0,0.0,AMC
2020-01-15 00:00:00-05:00,68.45823501947963,73.35524897647856,67.95853987335205,71.05664825439453,466030,0.0,0.0,AMC
2020-01-16 00:00:00-05:00,71.8561621514873,74.35463783391215,71.8561621514873,73.25531005859375,335040,0.0,0.0,AMC
2020-01-17 00:00:00-05:00,73.55512288133681,73.75500551163431,71.25652981848603,72.755615234375,201690,0.0,0.0,AMC
2020-01-21 00:00:00-05:00,72.55573323990565,73.15536588656745,71.4564054502352,71.7562255859375,183140,0.0,0.0,AMC
2020-01-22 00:00:00-05:00,72.05603158596854,72.15596908059143,69.25774361281702,69.6574935913086,271690,0.0,0.0,AMC
2020-01-23 00:00:00-05:00,69.25774456286864,69.95731465956744,66.75926903931267,67.95853424072266,202930,0.0,0.0,AMC
2020-01-24 00:00:00-05:00,67.5587769705282,67.9585345812487,65.95975415238844,67.35890197753906,228280,0.0,0.0,AMC
2020-01-27 00:00:00-05:00,65.06030363404581,65.3601237584082,62.4618905136274,63.56121826171875,316360,0.0,0.0,AMC
2020-01-28 00:00:00-05:00,63.4612783516553,67.9585342978356,62.86164575044637,67.85859680175781,209470,0.0,0.0,AMC
2020-01-29 00:00:00-05:00,68.55816701007477,68.85798712353589,66.85920669977429,67.6587142944336,143820,0.0,0.0,AMC
2020-01-30 00:00:00-05:00,66.15962859758942,68.75804923338715,64.56060579268924,68.35829162597656,164060,0.0,0.0,AMC
2020-01-31 00:00:00-05:00,68.05847337539548,68.65810599053813,64.96036517653975,65.16024017333984,188330,0.0,0.0,AMC
2020-02-03 00:00:00-05:00,64.96036559112312,65.8598183319487,64.06091285029756,64.4606704711914,140570,0.0,0.0,AMC
2020-02-04 00:00:00-05:00,64.5606068211732,66.85920738184534,63.86103671561678,66.4594497680664,200440,0.0,0.0,AMC
2020-02-05 00:00:00-05:00,67.15901794619693,70.95670373099192,66.8592054630239,69.95731353759766,216720,0.0,0.0,AMC
2020-02-06 00:00:00-05:00,70.25713506441873,71.25652527799657,67.25896442368523,67.4588394165039,271340,0.0,0.0,AMC
2020-02-07 00:00:00-05:00,66.95914546587996,67.45884058129697,65.36012262149397,65.4600601196289,206300,0.0,0.0,AMC
2020-02-10 00:00:00-05:00,65.46005877217988,68.25835441081117,64.66054355407317,67.85859680175781,136030,0.0,0.0,AMC
2020-02-11 00:00:00-05:00,67.95853347209889,69.75743887861013,66.45944817492024,69.35768127441406,156850,0.0,0.0,AMC
2020-02-12 00:00:00-05:00,69.25774422190312,70.75682952865651,68.15840889715692,68.55816650390625,192210,0.0,0.0,AMC
2020-02-13 00:00:00-05:00,67.45883805411204,70.75682874220989,67.15901794619693,69.95731353759766,155340,0.0,0.0,AMC
2020-02-14 00:00:00-05:00,70.05725802662356,71.85616360423582,68.75805522034167,70.95671081542969,170600,0.0,0.0,AMC
2020-02-18 00:00:00-05:00,70.85676601800712,72.45578879755651,70.25713342876885,70.35707092285156,214280,0.0,0.0,AMC
2020-02-19 00:00:00-05:00,70.95670949947309,74.3546379581992,70.55695186466836,73.05542755126953,230850,0.0,0.0,AMC
2020-02-20 00:00:00-05:00,73.15536239565034,77.75256359174917,72.05603465843896,77.55268096923828,364910,0.0,0.0,AMC
2020-02-21 00:00:00-05:00,76.9530501777925,77.45274530881714,73.25530925810732,74.55451202392578,303430,0.0,0.0,AMC
2020-02-24 00:00:00-05:00,71.35646878413242,71.35646878413242,68.3582978908894,70.45701599121094,321090,0.0,0.0,AMC
2020-02-25 00:00:00-05:00,69.95731615838204,72.75561185461426,64.76049000794202,65.4600601196289,418100,0.0,0.0,AMC
2020-02-26 00:00:00-05:00,65.6599348895451,66.15963000323949,58.664207110194894,59.26383972167969,717680,0.0,0.0,AMC
2020-02-27 00:00:00-05:00,57.065183168406804,61.962197040070606,51.16878283427451,60.86286926269531,629400,0.0,0.0,AMC
2020-02-28 00:00:00-05:00,65.06030425777925,66.45945214364664,59.763536653917754,62.56182861328125,755590,0.0,0.0,AMC
2020-03-02 00:00:00-05:00,63.06152468614295,63.161466000841656,56.26567159385617,61.062744140625,458540,0.0,0.0,AMC
2020-03-03 00:00:00-05:00,60.96280459964522,61.26262090897251,56.36561102363685,58.064571380615234,384300,0.0,0.0,AMC
2020-03-04 00:00:00-05:00,58.56426644219347,58.96402406248081,54.26688917977505,58.164512634277344,448370,0.0,0.0,AMC
2020-03-05 00:00:00-05:00,55.96585504848426,56.06579255040803,47.47103776433933,49.17000198364258,585310,0.0,0.0,AMC
2020-03-06 00:00:00-05:00,46.20000076293945,47.29999923706055,43.70000076293945,45.29999923706055,459990,0.03,0.0,AMC
2020-03-09 00:00:00-04:00,39.5,40.70000076293945,36.79999923706055,38.5,340400,0.0,0.0,AMC
2020-03-10 00:00:00-04:00,41.70000076293945,42.900001525878906,37.599998474121094,42.0,368700,0.0,0.0,AMC
2020-03-11 00:00:00-04:00,39.79999923706055,40.70000076293945,35.599998474121094,36.400001525878906,405940,0.0,0.0,AMC
2020-03-12 00:00:00-04:00,26.799999237060547,31.5,26.5,29.100000381469727,805800,0.0,0.0,AMC
2020-03-13 00:00:00-04:00,31.399999618530273,32.70000076293945,28.0,32.20000076293945,615830,0.0,0.0,AMC
2020-03-16 00:00:00-04:00,26.399999618530273,29.0,26.0,26.0,849790,0.0,0.0,AMC
2020-03-17 00:00:00-04:00,26.200000762939453,27.5,19.5,24.799999237060547,768570,0.0,0.0,AMC
2020-03-18 00:00:00-04:00,22.799999237060547,30.0,21.100000381469727,24.700000762939453,775350,0.0,0.0,AMC
2020-03-19 00:00:00-04:00,26.399999618530273,34.70000076293945,23.799999237060547,33.70000076293945,861460,0.0,0.0,AMC
2020-03-20 00:00:00-04:00,34.0,36.0,30.200000762939453,31.899999618530273,575400,0.0,0.0,AMC
2020-03-23 00:00:00-04:00,32.29999923706055,34.0,27.100000381469727,31.5,648130,0.0,0.0,AMC
2020-03-24 00:00:00-04:00,35.0,35.599998474121094,32.70000076293945,35.599998474121094,516830,0.0,0.0,AMC
2020-03-25 00:00:00-04:00,39.20000076293945,39.79999923706055,32.5,34.599998474121094,811290,0.0,0.0,AMC
2020-03-26 00:00:00-04:00,34.599998474121094,39.5,34.400001525878906,37.0,509470,0.0,0.0,AMC
2020-03-27 00:00:00-04:00,35.70000076293945,37.5,33.0,36.0,343140,0.0,0.0,AMC
2020-03-30 00:00:00-04:00,34.5,35.0,30.399999618530273,30.399999618530273,421970,0.0,0.0,AMC
2020-03-31 00:00:00-04:00,31.5,32.900001525878906,30.799999237060547,31.600000381469727,363710,0.0,0.0,AMC
2020-04-01 00:00:00-04:00,30.0,30.399999618530273,25.0,26.200000762939453,589860,0.0,0.0,AMC
2020-04-02 00:00:00-04:00,27.399999618530273,27.799999237060547,21.799999237060547,22.399999618530273,880810,0.0,0.0,AMC
2020-04-03 00:00:00-04:00,23.200000762939453,23.399999618530273,20.0,22.700000762939453,749340,0.0,0.0,AMC
2020-04-06 00:00:00-04:00,25.0,29.700000762939453,24.0,28.799999237060547,691200,0.0,0.0,AMC
2020-04-07 00:00:00-04:00,31.700000762939453,37.29999923706055,30.5,31.399999618530273,897710,0.0,0.0,AMC
2020-04-08 00:00:00-04:00,30.5,33.20000076293945,28.0,33.0,799760,0.0,0.0,AMC
2020-04-09 00:00:00-04:00,33.0,33.0,25.799999237060547,26.0,1398120,0.0,0.0,AMC
2020-04-13 00:00:00-04:00,23.399999618530273,23.600000381469727,19.5,20.799999237060547,1978410,0.0,0.0,AMC
2020-04-14 00:00:00-04:00,22.100000381469727,23.700000762939453,21.399999618530273,21.799999237060547,1174790,0.0,0.0,AMC
2020-04-15 00:00:00-04:00,21.5,24.600000381469727,20.200000762939453,24.100000381469727,1137800,0.0,0.0,AMC
2020-04-16 00:00:00-04:00,23.5,24.899999618530273,21.5,24.399999618530273,629080,0.0,0.0,AMC
2020-04-17 00:00:00-04:00,38.5,38.5,30.5,32.0,2679990,0.0,0.0,AMC
2020-04-20 00:00:00-04:00,32.20000076293945,34.400001525878906,30.600000381469727,31.799999237060547,1078720,0.0,0.0,AMC
2020-04-21 00:00:00-04:00,32.0,33.79999923706055,31.5,32.5,578840,0.0,0.0,AMC
2020-04-22 00:00:00-04:00,33.900001525878906,33.900001525878906,31.600000381469727,31.799999237060547,456860,0.0,0.0,AMC
2020-04-23 00:00:00-04:00,32.0,32.5,30.799999237060547,31.100000381469727,431880,0.0,0.0,AMC
2020-04-24 00:00:00-04:00,31.399999618530273,32.0,30.200000762939453,30.5,362370,0.0,0.0,AMC
2020-04-27 00:00:00-04:00,31.899999618530273,34.0,30.600000381469727,33.599998474121094,566720,0.0,0.0,AMC
2020-04-28 00:00:00-04:00,38.20000076293945,47.5,35.0,41.400001525878906,2160110,0.0,0.0,AMC
2020-04-29 00:00:00-04:00,45.400001525878906,55.29999923706055,44.70000076293945,51.900001525878906,2716240,0.0,0.0,AMC
2020-04-30 00:00:00-04:00,50.099998474121094,50.900001525878906,45.0,49.20000076293945,1123560,0.0,0.0,AMC
2020-05-01 00:00:00-04:00,46.20000076293945,47.0,43.0,45.70000076293945,674680,0.0,0.0,AMC
2020-05-04 00:00:00-04:00,41.099998474121094,47.79999923706055,40.0,43.0,560140,0.0,0.0,AMC
2020-05-05 00:00:00-04:00,46.70000076293945,46.900001525878906,38.099998474121094,38.900001525878906,750450,0.0,0.0,AMC
2020-05-06 00:00:00-04:00,40.79999923706055,41.0,38.29999923706055,39.20000076293945,310570,0.0,0.0,AMC
2020-05-07 00:00:00-04:00,40.099998474121094,41.79999923706055,39.5,39.900001525878906,410580,0.0,0.0,AMC
2020-05-08 00:00:00-04:00,41.400001525878906,42.20000076293945,40.400001525878906,41.0,357120,0.0,0.0,AMC
2020-05-11 00:00:00-04:00,64.0,64.0999984741211,48.900001525878906,53.20000076293945,10655330,0.0,0.0,AMC
2020-05-12 00:00:00-04:00,57.70000076293945,58.400001525878906,49.099998474121094,51.20000076293945,1968190,0.0,0.0,AMC
2020-05-13 00:00:00-04:00,50.20000076293945,50.29999923706055,45.099998474121094,46.0,1043340,0.0,0.0,AMC
2020-05-14 00:00:00-04:00,42.5,46.5,40.79999923706055,45.5,592050,0.0,0.0,AMC
2020-05-15 00:00:00-04:00,44.70000076293945,46.20000076293945,44.400001525878906,45.20000076293945,348320,0.0,0.0,AMC
2020-05-18 00:00:00-04:00,48.0,49.29999923706055,46.29999923706055,47.20000076293945,603690,0.0,0.0,AMC
2020-05-19 00:00:00-04:00,48.20000076293945,49.79999923706055,45.0,45.599998474121094,492980,0.0,0.0,AMC
2020-05-20 00:00:00-04:00,46.900001525878906,47.5,45.900001525878906,46.599998474121094,348950,0.0,0.0,AMC
2020-05-21 00:00:00-04:00,46.79999923706055,47.900001525878906,45.5,46.29999923706055,455500,0.0,0.0,AMC
2020-05-22 00:00:00-04:00,46.599998474121094,46.79999923706055,45.599998474121094,45.79999923706055,240880,0.0,0.0,AMC
2020-05-26 00:00:00-04:00,48.0,51.400001525878906,47.0,51.099998474121094,886410,0.0,0.0,AMC
2020-05-27 00:00:00-04:00,54.79999923706055,56.5,51.099998474121094,56.0,786240,0.0,0.0,AMC
2020-05-28 00:00:00-04:00,56.5,56.79999923706055,50.20000076293945,50.70000076293945,659020,0.0,0.0,AMC
2020-05-29 00:00:00-04:00,50.0,53.79999923706055,48.29999923706055,51.29999923706055,515300,0.0,0.0,AMC
2020-06-01 00:00:00-04:00,50.29999923706055,53.70000076293945,50.20000076293945,53.099998474121094,391310,0.0,0.0,AMC
2020-06-02 00:00:00-04:00,53.5,56.5,53.29999923706055,55.900001525878906,687780,0.0,0.0,AMC
2020-06-03 00:00:00-04:00,52.70000076293945,59.900001525878906,50.900001525878906,54.5,1535370,0.0,0.0,AMC
2020-06-04 00:00:00-04:00,51.70000076293945,54.0,50.0,53.79999923706055,857260,0.0,0.0,AMC
2020-06-05 00:00:00-04:00,57.79999923706055,61.5,56.400001525878906,59.099998474121094,924090,0.0,0.0,AMC
2020-06-08 00:00:00-04:00,62.70000076293945,68.4000015258789,61.70000076293945,64.5,858710,0.0,0.0,AMC
2020-06-09 00:00:00-04:00,61.0,61.900001525878906,55.599998474121094,59.900001525878906,739430,0.0,0.0,AMC
2020-06-10 00:00:00-04:00,73.0,73.5,62.79999923706055,62.900001525878906,1532260,0.0,0.0,AMC
2020-06-11 00:00:00-04:00,55.29999923706055,56.5,50.0,51.70000076293945,917940,0.0,0.0,AMC
2020-06-12 00:00:00-04:00,56.900001525878906,59.29999923706055,52.20000076293945,58.900001525878906,735290,0.0,0.0,AMC
2020-06-15 00:00:00-04:00,54.20000076293945,59.29999923706055,53.0,58.0,554140,0.0,0.0,AMC
2020-06-16 00:00:00-04:00,60.20000076293945,60.599998474121094,55.0,55.599998474121094,591190,0.0,0.0,AMC
2020-06-17 00:00:00-04:00,54.099998474121094,56.29999923706055,53.099998474121094,54.20000076293945,303080,0.0,0.0,AMC
2020-06-18 00:00:00-04:00,53.5,57.20000076293945,53.400001525878906,56.29999923706055,561970,0.0,0.0,AMC
2020-06-19 00:00:00-04:00,62.0,62.5,54.599998474121094,55.20000076293945,1313740,0.0,0.0,AMC
2020-06-22 00:00:00-04:00,54.79999923706055,54.79999923706055,52.099998474121094,53.29999923706055,441280,0.0,0.0,AMC
2020-06-23 00:00:00-04:00,53.70000076293945,54.0,50.400001525878906,51.0,569930,0.0,0.0,AMC
2020-06-24 00:00:00-04:00,49.900001525878906,51.20000076293945,45.099998474121094,47.900001525878906,810410,0.0,0.0,AMC
2020-06-25 00:00:00-04:00,45.70000076293945,45.900001525878906,41.70000076293945,42.70000076293945,825140,0.0,0.0,AMC
2020-06-26 00:00:00-04:00,42.599998474121094,46.900001525878906,41.5,41.79999923706055,560100,0.0,0.0,AMC
2020-06-29 00:00:00-04:00,39.099998474121094,44.400001525878906,37.5,44.20000076293945,932160,0.0,0.0,AMC
2020-06-30 00:00:00-04:00,43.400001525878906,43.599998474121094,42.099998474121094,42.900001525878906,365340,0.0,0.0,AMC
2020-07-01 00:00:00-04:00,42.599998474121094,46.0,42.599998474121094,45.70000076293945,491450,0.0,0.0,AMC
2020-07-02 00:00:00-04:00,46.900001525878906,46.900001525878906,44.70000076293945,45.29999923706055,390840,0.0,0.0,AMC
2020-07-06 00:00:00-04:00,46.20000076293945,46.400001525878906,41.29999923706055,42.79999923706055,548970,0.0,0.0,AMC
2020-07-07 00:00:00-04:00,41.79999923706055,42.900001525878906,40.79999923706055,41.29999923706055,266760,0.0,0.0,AMC
2020-07-08 00:00:00-04:00,44.900001525878906,45.20000076293945,42.0,44.29999923706055,558680,0.0,0.0,AMC
2020-07-09 00:00:00-04:00,44.79999923706055,46.0,41.79999923706055,45.70000076293945,422570,0.0,0.0,AMC
2020-07-10 00:00:00-04:00,43.900001525878906,46.0,43.79999923706055,46.0,330610,0.0,0.0,AMC
2020-07-13 00:00:00-04:00,47.599998474121094,48.20000076293945,42.5,42.599998474121094,446480,0.0,0.0,AMC
2020-07-14 00:00:00-04:00,42.5,42.70000076293945,41.0,42.20000076293945,329140,0.0,0.0,AMC
2020-07-15 00:00:00-04:00,43.70000076293945,45.79999923706055,42.20000076293945,45.0,483070,0.0,0.0,AMC
2020-07-16 00:00:00-04:00,43.29999923706055,44.79999923706055,43.099998474121094,43.79999923706055,199750,0.0,0.0,AMC
2020-07-17 00:00:00-04:00,43.599998474121094,43.70000076293945,42.0,42.70000076293945,210170,0.0,0.0,AMC
2020-07-20 00:00:00-04:00,42.099998474121094,42.29999923706055,40.70000076293945,41.5,239310,0.0,0.0,AMC
2020-07-21 00:00:00-04:00,41.5,42.400001525878906,40.79999923706055,41.5,192590,0.0,0.0,AMC
2020-07-22 00:00:00-04:00,41.0,41.70000076293945,40.0,40.29999923706055,279880,0.0,0.0,AMC
2020-07-23 00:00:00-04:00,40.79999923706055,41.79999923706055,40.0,40.599998474121094,361430,0.0,0.0,AMC
2020-07-24 00:00:00-04:00,40.0,41.79999923706055,39.599998474121094,40.0,328240,0.0,0.0,AMC
2020-07-27 00:00:00-04:00,40.099998474121094,40.29999923706055,38.099998474121094,38.70000076293945,298050,0.0,0.0,AMC
2020-07-28 00:00:00-04:00,38.5,42.5,38.400001525878906,41.5,622660,0.0,0.0,AMC
2020-07-29 00:00:00-04:00,40.70000076293945,42.0,39.5,41.599998474121094,548940,0.0,0.0,AMC
2020-07-30 00:00:00-04:00,41.20000076293945,43.400001525878906,40.599998474121094,41.20000076293945,369910,0.0,0.0,AMC
2020-07-31 00:00:00-04:00,40.79999923706055,41.5,39.5,40.400001525878906,258490,0.0,0.0,AMC
2020-08-03 00:00:00-04:00,40.5,42.0,38.599998474121094,41.099998474121094,404710,0.0,0.0,AMC
2020-08-04 00:00:00-04:00,40.70000076293945,42.400001525878906,40.599998474121094,41.0,326780,0.0,0.0,AMC
2020-08-05 00:00:00-04:00,40.79999923706055,41.70000076293945,40.70000076293945,41.5,169150,0.0,0.0,AMC
2020-08-06 00:00:00-04:00,41.099998474121094,42.400001525878906,39.900001525878906,41.400001525878906,374260,0.0,0.0,AMC
2020-08-07 00:00:00-04:00,41.400001525878906,52.599998474121094,40.900001525878906,47.5,2491740,0.0,0.0,AMC
2020-08-10 00:00:00-04:00,46.5,47.400001525878906,43.5,44.70000076293945,504820,0.0,0.0,AMC
2020-08-11 00:00:00-04:00,47.0,48.5,45.400001525878906,45.599998474121094,579480,0.0,0.0,AMC
2020-08-12 00:00:00-04:00,46.20000076293945,47.599998474121094,45.599998474121094,46.400001525878906,245790,0.0,0.0,AMC
2020-08-13 00:00:00-04:00,51.0,57.70000076293945,48.20000076293945,53.099998474121094,2325920,0.0,0.0,AMC
2020-08-14 00:00:00-04:00,55.599998474121094,56.29999923706055,50.5,55.400001525878906,1205580,0.0,0.0,AMC
2020-08-17 00:00:00-04:00,57.20000076293945,58.5,54.29999923706055,56.0,715920,0.0,0.0,AMC
2020-08-18 00:00:00-04:00,55.70000076293945,55.70000076293945,51.29999923706055,53.5,579070,0.0,0.0,AMC
2020-08-19 00:00:00-04:00,53.400001525878906,54.70000076293945,51.79999923706055,53.900001525878906,572830,0.0,0.0,AMC
2020-08-20 00:00:00-04:00,55.70000076293945,57.79999923706055,53.0,56.900001525878906,1372840,0.0,0.0,AMC
2020-08-21 00:00:00-04:00,56.79999923706055,56.79999923706055,51.79999923706055,51.900001525878906,821690,0.0,0.0,AMC
2020-08-24 00:00:00-04:00,53.5,54.5,49.400001525878906,54.099998474121094,849820,0.0,0.0,AMC
2020-08-25 00:00:00-04:00,54.599998474121094,55.79999923706055,52.099998474121094,55.400001525878906,529690,0.0,0.0,AMC
2020-08-26 00:00:00-04:00,54.5,56.70000076293945,53.29999923706055,56.0,441940,0.0,0.0,AMC
2020-08-27 00:00:00-04:00,58.099998474121094,71.0,57.0,65.19999694824219,3192120,0.0,0.0,AMC
2020-08-28 00:00:00-04:00,64.9000015258789,65.4000015258789,61.099998474121094,63.0,988270,0.0,0.0,AMC
